review,sentiment
"This is 1 of 6 echo devices in the house and is currently being deployed as a bedside alarm clock.  I use it basically as an echo dot with a clock attached and may occasionally pull up camera video.  Audio quality and screen quality are really are not appropriate for music or watching video.  Much of the time it works well as alarm clock, but there are some serious flaws, particularly if you are the last one to bed or the first to wake.  It doesn’t seem like the engineers actually tested this in a bedroom with 2 people on different schedules.  Try walking into a dark bedroom with a sleeping wife and waking her up by saying “Alexa set an alarm for 5am” and then having Alexa repeat “OK alarm set for 5am.”  Not good.  I suppose you could whisper then fumble for the volume down button but that is stupid.  Plain and simple, this device needs to be brought into the 1990’s and have simple touch screen interface added to set an alarm.  I know there is a cumbersome interface for these situations where one can set an alarm from the alexa app on your phone.  No thanks, if I’m picking up my phone to set an alarm I will just use its built in alarm and save a step.  At least the engineers allow the alarm to be turned off from the touch screen, so for example if you wake up a few minutes early you can cancel the alarm without speaking and waking your spouse.  The interface for using the touch screen to cancel an alarm that has gone off is however not great.  There should be separate snooze and cancel buttons.  Currently a touch snoozes and a swipe cancels.  It is too easy when half awake to snooze when you think you have cancelled.  When the snoozed alarm goes off a few minutes later, my not amused and no longer sleeping wife will let me know by summoning Alexa to turn off the bathroom lights while I’m in the shower.",neutral
"Hard to hear, had to blue tooth it to a better speaker.",neutral
Can't turn of &#34;things to try&#34; on the screen scroll. This  is a big promotion device for Amazon.  Packing it up and sending it back.  They really want to get in our heads.  Enough already.,negative
No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .,neutral
"We are still in the discovery phase, but so far we are enjoying the smart home features we have installed.",positive
"Although this is my second echo device, I am still very disappointed that there is almost no documentation/instructions as to the many functions of the device.  I purchased becausse of the sound quality, but only found out it has bluetooth capabilities last night by accident.  There needs to be a manual that details all of the functionality of the device.  Or at least point out where it can be found...",neutral
This device does not interact with my home filled with Apple devices.  How disappointing!,negative
Good,positive
Device was not working. Followed all instructions for Alexa echo dot and it did not come on. Very upsetting.,negative
"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",neutral
"Sound quality is less than a dot, microphones don't pick me up as well as the other models (i have Echo and Dots).  Picture quality is good",neutral
"Always wanted one,till I got one, it's not at all what it's cracked up to be, it's hard to navigate I actually like the dot better.",negative
Used twice not working!!!!!!!,negative
"If you belong to amazon prime, I would think that you could watch any video on it that was in the library.  You can with prime music",neutral
"The sound quality is not that good, especially for the price that you pay for this. I would recommend to get the Echo Dot and buy a better speaker instead. Maybe Sonos and use the Echo dot.",negative
Good sometimes can’t hear well,neutral
Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.,neutral
The way the music sounds is poor quality,negative
"I own 3 of these...  amazon is ignoring its customers and using these devices as a marketing tool.  You can customize the screen contents, but you cannot turn off there advertising, Things to Try...  People will suggest that you can, but you can only do so if you turn off all content changes which is not an acceptable option.Moreover, they should increase the size slightly, and improve the audio speaker.  That would give you a 5 star device.Right now i’m debating whether to return all 3 devices.  My wife says we should.",negative
Great product but returning for new Alexa Dot.  Refurbished is already giving me problems with connection.,negative
Surprisingly good beefy sound out of this thing. I think it might shape up to be one of my favorite echo devices. I have nearly all of them. ;-),positive
Easy to set up and start using.. works as advertised.,positive
Easy set up very user friendly,positive
"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.",negative
"I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.",neutral
"It seems to work well.  Unfortunately a lot of the functionality is lost because, as many have mentioned, it does not work with google or Youtube any more.  This problem is caused by Google because they came up with their own devices an no longer allow access from other devices like these.  This even effected my smart TV.  Anyhow we purchased a few of these to communicate with our children and grandchildren so we'll see what happens when we hand them out.",neutral
Ight,positive
"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",neutral
I don't think the &#34;2nd gen&#34; sounds as good as the 1st.  But it does have an aux out... so you could add an external speaker.  But if you are going to do that why wouldn't you just get a dot?  2nd issue is (which isn't unique to this unit but I don't understand why I can't override the default that prevents you from playing a blue tooth speaker while playing through a &#34;group&#34;.  I get there is a delay when using a BT speaker.  But if the other units are not where they can be heard then I should be able to play as a group while using the BT speaker.,neutral
Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,negative
Thought it would be more powerful and have a lot more functionality. Not much better than the Echo dot. Not worth the money.,negative
This thing woke me up in the middle of the night saying “ready for setup”. It was already setup. Should be a simple thing to check  time before asking. Wife not happy...,negative
"I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.",positive
"It's not as good as Siri, BUT it still has some positives, it's great at playing music, and setting alarms. I personally felt that I paid too much for this product, as it was nearly half off on prime day (literally the day after I purchased it). So I'm pretty disappointed. I might still return it and get my money back. .",negative
"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",negative
This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.,negative
Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.,negative
Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,neutral
The Firestick we were sent doesn’t work. At all.  Voice remote won’t even turn on. We did all the troubleshooting steps. Didn’t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!),negative
Love the product but dislike that I can’t sync up my Apple Music for Alexa to play,neutral
"The sound quality wasn’t great, but it was inexpensive",neutral
cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.,negative
No issues...works and looks great!!!,positive
"I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation.",neutral
"No problems, works as expected. Could have a better speaker.",neutral
"Love my dots.  Easy to use.  I have two plus the Echo Spot.  One of my favorite features is the ability to listen to music ... AMAZON, IHeart Radio, Pandora.",positive
Needs to play YouTube and prime video and maybe Netflix. But it has good sound,positive
The commands Alexa requires are too specific.  I find Google home to be much more flexible in figuring out what I'm asking for.,neutral
"I’m very unhappy with this Firestick, every time we change programs or channels within a program there is a very long delay. We have 2 Roku’s That work just fine and are very quick.",negative
Alexa hardly came on..,negative
"Bought two of them and both work great. I'm not much on electronics running my home, but Alexa does all that I want and need to be done.",positive
"My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.",negative
I am impressed with the sound quality.,positive
"I bought this product hoping that Alexa would be pretty well developed and far enough along, therefore expecting her to be responsive. This $100 piece of crap doesnt even know how to respond to a question that amazon themselves told me to ask her. (Echo buttons manual, see Step 3.) The device has potential given it has a big screen, decent sound but for 200 bucks, I would never reccomend it. Even for the $100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the thing was literally a decorated bluetooth speaker. I went on the family account (this one) and got it to work minimal. Oh, and even with our prime membership, you have to have a music pass or something that's an extra 3.99 a month, leaving this item a subscription nightmare, and a overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.",negative
Love it and how easy it is to use. One of the best Prime Day purchases we have made.,positive
I am not tec smart enough to make it work at all. Will send it back if I cant get help. My eco dot works just fine. this is too complacated.I just wanted a bigger speaker.,negative
Got it specifically to work with the August Smart Lock and it connected to it with ease.  Definitely ties the Smart Home together.,positive
All the new Amazon products I have are great everything I bought refurbished is complete garbage. I will never purchase Amazon refurbished again total dissatisfaction,negative
"Love, Love, Love!!",positive
Great easy to set up.A little difficult to navigate and the instructions are non existent,positive
"Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.",neutral
It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.,neutral
Love the product but dislike that I can’t sync up my Apple Music for Alexa to play,neutral
"Very impressed with look, clarity of sound and color.",positive
"Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha",positive
"This thing is awesome for grocery lists, paired with the AnyList app. The flash briefing is very good too. My only complaint is that once you pause something, Alexa decides that you no longer want to listen to that thing. Forever. All in all, definitely worth the purchase.",positive
I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we’ll keep it..,neutral
The speakers sound pretty good for being so small and setup is pretty easy.  I bought two and the reason I only rate it a 3 is I have followed the instructions for synching music to both units.  I know I've done it correctly but they won't sync.  That was my primary motivation for purchasing multiple units.,neutral
"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",negative
The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,negative
"I bought this for my healing room.  I play continuous spa like music. Although Alexa knows the type of music needed, the device does not deliver quality sound it sounds muffled.  I didn't know I had to buy speakers too.",neutral
Great,positive
I was able to use this in another room and add Alexa in that room.,positive
Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.,neutral
"As an echo its great, Good sound quality and functionality. As a smart home hub, it sucks. No automation, no geo-fencing, no music syncing for hue, no z-wave. All it does is turn things on with your voice. Ended up buying a smartthing hub and transferring everything over.",negative
"Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.",negative
"After two weeks I am not sure if I like the ever present Alexa to have a screen as well.  I bought it to be a abay monitor combined with a wifi camera, and that works.  But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video.  There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.",neutral
speaker sounds good,positive
It's got great sound and bass but it doesn't work all of the time. Its still hot or miss when it recognizes things,negative
"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",neutral
"I liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. Bought a second one, will not buy a third if this one doesn't last longer....",negative
"I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!",neutral
"Now I'm weary about these picking up conversations when you are not actively using them - heard about this happening on the news.  I have 3-4, so this is very concerning.  I wish Amazon would release something widespread  or push some firmware to prevent this.  If they have, I have not heard about it yet.",negative
Have had this around a week.. I love that I can control items in my house even if I’m not there.. makes me feel better about being away from the house and people don’t know that we are gone.. Alexa has not disappointed!,positive
It does not pick up my voice unless I yell most times.,neutral
wish it had a battery or was described better as a plug in only item.,negative
"Installed on my back porch, works very well!  I did have to get the wall mount for it, which also works well.",positive
So far so good,neutral
Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.,negative
"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.",neutral
"The sound quality wasn’t great, but it was inexpensive",neutral
"Works great, never had any issues.",positive
"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!",negative
Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,neutral
Absolutely love!!,positive
I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,positive
Being able to use it with my Alexa Echo was great!,positive
"I bought this for my healing room.  I play continuous spa like music. Although Alexa knows the type of music needed, the device does not deliver quality sound it sounds muffled.  I didn't know I had to buy speakers too.",neutral
I like the interaction of asking questions. I don’t like that I can’t ask her to setup schedule of off and on of connected lamp.,neutral
"Very bad this device, I don’t know if it’s because is refurbished or what but it activated by itself , nobody is talking and he just activated and start talking. When you talk you have to yell super lauded",negative
"love Alexa, makes it fun when people are around and seeing it for first time",positive
"It was harder to setup then I thought it should be, for some reason I had to default  it twice. Had to go thru too many steps to setup and find my devices. Would be nice if it could interact with my Xfinity cable tv cable box and it also does not work with my Xfinity alarm for my house or my cameras, be nice set and disarm the alarm with Alexa. Had to install a skill app to setup bulb ??? whats that about, you ship it with your product ??? should have said (Alexa setup bulb) or (Alexa find new bulb) ??? and (Alexa setup Nest)??? it's fine that you use third party apps but Alexa should do the work for you.",negative
"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.",neutral
Speaker could be better qualty,neutral
Doesn't use apple music.  It is worthless to me without it.  Sound quality on it is also poor.,negative
"Prime day pricing was good, but the show is very limited.  No video services available except Amazon Video.  No Netflix or YouTube.  Alexa is very limited also, not nearly as useful as Google.",neutral
Product does not.  Light bar never went orange.  I googled it and reset instructions actually differ from package instructions. I tried both.  Product is defective,negative
Great interface.  i enjoy the voice remote,positive
I use this product for enjoyment and I just love it,positive
Love it. Many stations to choose from,positive
Good wifi TV stick,positive
The ase of participating with Echo,positive
Love it!,positive
"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.",negative
We use Alexa primarily for listening to music and checking the weather. We are still learning other ways to use her. Everything has been ready and hands free so far. The speaker has great volume and sound!,positive
"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade.",neutral
"I am a small business owner with no staff. With the Alexa driven Echo Spot, I feel like I've hired my first assistant! My Echo Spot keeps me organized, updated, and assistance when I need information that will help my day run more smoothly. I love my Echo Spot so much, I bought 2 more for my kids who love their Echo Spot too! I highly recommend this product.Suggested improvement for future versions, make the Echo Spot wireless. 😊",positive
"I’m still unable to connect any devices although it says it has a built in hub. So bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and I was looking forward to this feature. Being able to play music, check the weather etc is fine.",negative
"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.",negative
I like the product except that the speakers are not the high quality I expected,neutral
its okay but keeps dropping wifi!,neutral
"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.",negative
That it doesn’t turn my television on or off.,neutral
"Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.",neutral
I think the dot listens better than spot.,neutral
"I'll be returning it.  It's been nothing but annoying.  The hub can't be turned off if not needed and it interferes with my Hue Bridge.  I can't even install Philips lights with it unless I unplug it to do so.  There are plenty of other reviews that go in depth with the issues.  Bottom line is it sucks as a hub.  It doesn't support z-wave and zigbee (which in fairness I knew in advance), but when the one protocol it does support doesn't do many functions that a dedicated one will, what's the point?  I noticed right away that my Philips Hue Bridge supports firmware upgrades to the light bulbs themselves and this doesn't.  I found that rather interesting.",negative
"It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals.",negative
I like it as an Alexa device but its small.,neutral
Sad joke. Worthless.,negative
Not much features.,negative
"Why do we need to buy a $100 hub to get it to work with Samsung TV's and many other devices?  I want my money back!  This thing won't even turn on my TV unless I buy another hub.  What's the point of having a hub that doesn't support half the devices out there?  DON'T buy this thing unless you want to spend another $100 on another hub.  It won't work with many of your devices.  Just by the Echo or Dot if you must but not this.  Better yet, get a Google device.  They actually understand you when you talk.",negative
Alexa seems to get dumber and less useful all the time,neutral
like google better,neutral
I was hoping the cord was white also. Otherwise it is fine.,neutral
Barry,positive
"Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.",neutral
"We are a long time Amazon Prime family, many years, but new to the Alexa world and thought the purchase of Alexa Plus, with hub, and included Phillips Hue light bulb would be a great start. Alexa does a lot of good things for us like Alarm in the morning, verbalize books, playing music on command, even linked to my Sirrius/xm account. Good daily stuff. Good sound, but not Bose. But, the ads say &#34;Hub included&#34; so don't need anything else to operate devices. Well, not so. I understand there will be some differences in product device  support. The fact that it came with the Hue light bulb works only for on /off/ dimming of the bulb. The bulb is capable of so much more with the Hue App but the Hue app does not recognize Alexa hub as a bridge. So, it appears you do have to get a Philips bridge to set the bulbs for scenes, time the lights when you are away, set color tones, etc. That can all be done via internet with your phone or tablet away from home. The list goes on for its capabilities but not without its own bridge. Was very disappointed to find that out after the fact, to the point I feel we are being misled by Amazon by included the Hue bulbs without explanation. Maybe throw a good discount my way to get the Hue bridge if I keep the Echo Plus before I invest in more light bulbs.",neutral
"Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.",negative
"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",neutral
She's [Alexa] a bit dense and still learning the way I phrase things with my NY/NJ regional accent.,positive
I love it it is awesome,positive
Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!,positive
Love being able to read the lyrics of my favorite songs.,positive
What we liked most was actually seeing the words to song. Least would be I guess I expected a little more from her than is currently available.,positive
You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,neutral
"It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!",positive
"I was contacted by people in India. Were they suppose to charge me $79.00? It was very hard to understand their instructions. They did have control of my computer and network. I, also, bought a Cloud Cam but do not know how to make it work with Alexa.",neutral
great product!,positive
Invasive and scared the crap out of me for speaking when it was not spoken to! CREAPY AF,negative
"I have 2 Echos, one I bought brand new and the other is a refurbished one.Honestly, I can't tell the difference in performance and looks.",positive
Cheap and cheap sound.,negative
I like my uncle. But sometime it goes a little Haywire,neutral
IT SEEMS TO BE OK BUT THE INSTRUCTIONS ARE WEAK AND I CAN NOT SEEM TO GET IT TO WORK. I AM GOING TO GET MY TECHY FRIEND TO HELP ME OUT AND I WILL UPDATE YOU LATER,neutral
Up dated news,positive
Was loving it but starting in June Hulu stopped working and crunchyroll doesn’t work either. Probably will switch to something else soon.,negative
Use as my 3rd dot. Bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,positive
I dislike that it confuses my requests all the time.,neutral
I was hoping the cord was white also. Otherwise it is fine.,neutral
It was supposed to come with a free Hue lightbulb on Amazon Prime Day.  No light bulb arrived.  False advertising!,negative
It is much more difficult to use than the Chromecast.,negative
Easy to set up. Still trying to get it to connect to a light bulb smart plug. Grandkids think Alex is cool!,positive
"I wanted to use this as a bedside clock with the ability to play music and podcasts. Sadly, it continuously scrolls the &#34;Things to try&#34; and won't stay on the clock face. Amazon is about to get this one back.",negative
"This is the worst Amazon purchase I have made. I am big Amazon fan...love the brand...unlimited digital music...prime videos...even buy my online games, music, and movies through Amazon. This app I have tried to use it make simple purchases -- to do anything. It is useless.",negative
"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.",negative
"Pros- plenty loud for a large room with high ceilings.Cons - the hub doesn’t do anything.  It doesn’t work with z wave (as it states), it doesn’t take voice commands for SmartThings, which I had to buy since the hub doesn’t work for z wave.It also sounds muffled and there is no way to control the EQ. (Not sure if that is on all models, but the Dots we have are clear.For the money, buy an echo dot or echo (2nd generation).  The echo dot takes voice commands for the smart things hub, go figure, and the audio is clear. The dot also seems to hear my voice better and almost at a whisper.",neutral
We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.,positive
I returned 2 Echo Dots & am only getting refund for 1. I returned 2 in one package. I want my refunds for both of them. They are in the same package. Can you not see them both???!!!,negative
I like everything about it !!!,positive
It was much smaller than I was expecting for the cost.,neutral
Has weird pauses in her speech pattern that are not present in my other echo devices.,neutral
I didn’t order it,negative
"Seems to be a good product but, unable to play music in sync with my Sonos system. Sonos doesn't seem to recognize it at all.",neutral
"Started taking on her own! Haven’t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now.",neutral
I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.,positive
Great buy. Recommend getting Kodi with some movie addons,positive
Alexa hardly came on..,negative
I was hoping for a better clock face to make this an alarm clock replacement .  The display brightness dims too much at night to accomplish this task.The display works well for camera viewing.It is an attractive device. and a decent value at $99,neutral
"Was working great útil 1 week algo, í have it for a month, but it started flickering,  and in the support forums they say it is a known isue,  but it has more the 4 months reported and There is no solución.",neutral
It plays music that I request.,positive
"When I got this Echo I was excited to have a device with better sound than my Dot and a hub to control some Hue bulbs.What I didn't realize and also wasn't fully communicated to me, is that you can't use Hue bulbs to their full potential with this device. You can only turn on and off the lights and set them to a number of preset colors. You also cannot update the bulbs to the newest firmare which is a security concern for me.Do not buy this if you want a full featured hub for your new IoT devices. If you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.I still love the echo and have zero complaints about the Alexa functionality or sound quality of this device. I'm only disappointed with the hub's functionalities.",negative
I like the product except that the speakers are not the high quality I expected,neutral
"I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.",neutral
I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we’ll keep it..,neutral
product turns on randomly and sometimes at night,negative
"There was something wrong with the first one that no even the rep I spoke with could fix. The replacement was registered to someone else. When the price of the Dot went down to $39.99 (same price as the refurbished ones), I bought a brand, spanking new one. No problem with the new one.",negative
Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better,negative
its okay but keeps dropping wifi!,neutral
ALEXA IS NOT AS SMART AS SIRI! CANNOT CANCEL SNOOZE AFTER ALARM GOES OFF. HAVE TO CANCEL PRE-SET ALARM FOR WEEKDAYS.,negative
Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,neutral
"Love it , Now if I can only find the correct smart (links)Plug to connect this too",positive
"I bought this to replace a Dot in my bedroom. Already have a Show and a couple of full-sized Echo units in my house.The Spot is okay for what it is. Two issues, one minor and one major:-the minor one - why include the huge bezel on the front? Why not take that space and make the display larger? A total waste of usable space.-the major one, also involves the Show: I'm very used to these devices. I don't need to see &#34;Things to Try&#34; whenever I use a voice command with it (even setting it to rotate once starts this crap over again when you dare to actually use the devices). I'm not a child and I don't need to be told a hundred times how to play music on it. And having this on my nightstand and seeing these highly annoying tips is just outrageous for a unit meant to be used next to a bed. Why doesn't Amazon fix this and give us the option to turn this nonsense off? I want to see a clock face, period, not these silly nanny reminders.",neutral
no it is broke and I can't get help fixing or replacing it,negative
I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!,positive
las películas no tiene o no se pueden cambiar a español o títulos en español,negative
Love the Echo Show.  Being able to see the lyrics of the songs as they play or to be able to put a recipe up on the screen is wonderful!!,positive
I bought this for myself and i didn’t realize it had to be plugged in just to work. It isn’t convenient to make them always have to connect to a wall. It should’ve been more clear when i bought it.,negative
it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,neutral
"Alexa Show is amazing. My wife hated that I bought it, thought we didn't need it and after a day she fell in love with Alexa too lol. It is so convenient for setting timers, listening to music, playing music for the dog while im not home, connecting to bluetooth speakers for parties, playing movies. I love it!",positive
